property_id,property_address,city,state,county,zip_code,property_type,property_segment,year_built,total_square_feet,market_value,assessed_value,assessment_ratio,tax_rate,annual_taxes,cap_rate,vacancy_rate,expense_ratio,potential_gross_income,effective_gross_income,operating_expenses,net_operating_income,price_per_sqft,assessment_accuracy,last_sale_date,last_sale_price,owner_name,owner_type,property_manager,assessment_date,appeal_deadline,market_area
PROP_000076,1176 First St,Kansas City,MO,Jackson County,64118,Warehouse,industrial,1997,383503,36762465.8,6257218.12,0.1702,0.0324,202733.87,0.0672,0.0662,0.3825,4000920.12,3736226.86,1429066.53,2307160.34,95.86,under_10,2022-10-26,36823687.16,Premier Management Corp,Government,Premier Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000077,9133 Park Blvd,Kansas City,MO,Jackson County,64118,Class A Office,office,2003,71998,41361339.58,7825499.68,0.1892,0.0324,253546.19,0.0684,0.1809,0.4255,4927171.21,4035636.08,1717329.59,2318306.49,574.48,under_10,2022-10-27,40104743.01,Pacific Investments Inc,Private,Pacific Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000078,7870 Oak Ave,Kansas City,MO,Jackson County,64118,Hotel,hotel,1972,91932,23069631.15,3930977.5,0.1704,0.0324,127363.67,0.085,0.1249,0.2458,2598539.1,2274084.98,558951.16,1715133.82,250.94,under_10,2023-04-10,25227351.87,National Real Estate LLC,Non-Profit,National Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000079,5893 Business Pkwy,Kansas City,MO,Jackson County,64117,Medical Office,office,1973,6930,2681725.4,562848.82,0.2099,0.0324,18236.3,0.0818,0.1159,0.2744,302517.59,267446.97,73399.82,194047.15,386.97,under_10,2022-07-08,2450618.71,American Holdings Corp,Government,American Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000080,4664 Park Blvd,Kansas City,MO,Jackson County,64116,Class A Office,office,1963,137568,82831092.22,17174566.64,0.2073,0.0324,556455.96,0.0755,0.1613,0.273,8602246.79,7215107.87,1969558.95,5245548.92,602.11,under_10,2024-05-08,77197013.81,Pacific Management LLC,REIT,Pacific Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000081,1240 First St,Kansas City,MO,Jackson County,64118,Class B Office,office,2013,99082,20023726.8,4005851.53,0.2001,0.0324,129789.59,0.0704,0.0787,0.3815,2280426.58,2101070.35,801493.05,1299577.3,202.09,under_10,2022-10-26,19067970.18,American Real Estate Inc,REIT,American Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000082,961 First St,Kansas City,MO,Jackson County,64112,Medical Office,office,1994,23423,10005715.35,1928290.22,0.1927,0.0324,62476.6,0.0883,0.1635,0.267,1205382.02,1008279.51,269201.97,739077.54,427.17,under_10,2022-11-17,10491809.09,United Management LLC,Government,United Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000083,7143 Oak Ave,Kansas City,MO,Jackson County,64116,Class A Office,office,1965,338282,133771091.7,28825394.77,0.2155,0.0324,933942.79,0.0732,0.201,0.2728,13463812.38,10757739.19,2934318.61,7823420.58,395.44,under_10,2024-02-16,129567872.74,Premier Management LP,Non-Profit,Premier Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000084,4286 Center Dr,Kansas City,MO,Jackson County,64119,Class B Office,office,2015,24360,3145692.2,522736.68,0.1662,0.0324,16936.67,0.074,0.0922,0.2774,322350.27,292614.49,81185.0,211429.49,129.13,under_10,2024-05-18,2795751.91,Atlantic Real Estate LLC,Non-Profit,Atlantic Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000085,6605 Main St,Kansas City,MO,Jackson County,64112,Class A Office,office,2000,388926,111760400.58,22006501.72,0.1969,0.0324,713010.66,0.0818,0.1836,0.3208,13454315.32,10983973.4,3524025.91,7459947.49,287.36,under_10,2022-12-15,114221353.91,Pacific Real Estate LP,Government,Pacific Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000086,7638 Commerce Dr,Kansas City,MO,Jackson County,64114,Medical Office,office,2015,21973,5422147.09,831001.92,0.1533,0.0324,26924.46,0.0656,0.115,0.4103,603375.82,534015.57,219087.6,314927.98,246.76,under_10,2023-02-12,5461125.62,National Investments LLC,Government,National Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000087,1968 Park Blvd,Kansas City,MO,Jackson County,64114,Class C Office,office,1973,45668,8027009.44,1358279.8,0.1692,0.0324,44008.27,0.0716,0.2058,0.2653,782759.71,621649.31,164908.57,456740.75,175.77,under_10,2024-07-17,7439355.83,Atlantic Holdings Inc,Institutional,Atlantic Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000088,8195 Industrial Way,Kansas City,MO,Jackson County,64117,Medical Office,office,1979,42478,10958421.86,1810899.47,0.1653,0.0324,58673.14,0.0878,0.0651,0.4403,1718419.41,1606600.73,707319.51,899281.22,257.98,under_10,2022-11-24,9539151.47,Central Management Corp,Government,Central Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000089,5185 Industrial Way,Kansas City,MO,Jackson County,64117,Medical Office,office,1996,44378,13428298.17,2435784.33,0.1814,0.0324,78919.41,0.0732,0.0612,0.3515,1516487.13,1423625.92,500358.07,923267.85,302.59,under_10,2024-12-06,14011085.51,Central Real Estate LLC,Private,Central Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000090,772 Industrial Way,Kansas City,MO,Jackson County,64113,Manufacturing,industrial,1967,664883,74198377.35,12053644.51,0.1625,0.0324,390538.08,0.0765,0.1661,0.4863,11053914.79,9218236.69,4482546.82,4735689.87,111.6,under_10,2022-11-02,65372522.15,Global Holdings LP,REIT,Global Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000091,7299 First St,Kansas City,MO,Jackson County,64118,Class B Office,office,2012,197253,28684519.53,4607421.91,0.1606,0.0324,149280.47,0.0844,0.0578,0.3915,3977988.42,3747947.61,1467412.72,2280534.89,145.42,under_10,2023-06-20,30223998.08,Atlantic Holdings Corp,Private,Atlantic Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000092,4755 Center Dr,Kansas City,MO,Jackson County,64113,Manufacturing,industrial,2004,681532,79756382.08,17440949.44,0.2187,0.0324,565086.76,0.067,0.0689,0.4035,8955566.11,8338516.95,3364706.69,4973810.26,117.03,under_10,2023-08-16,90946916.49,United Holdings LLC,Government,United Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000093,5481 First St,Kansas City,MO,Jackson County,64111,Class B Office,office,2006,43803,11123608.07,2248735.12,0.2022,0.0324,72859.02,0.0931,0.1119,0.3253,1535658.31,1363792.99,443690.77,920102.23,253.95,under_10,2023-08-19,10056619.09,National Investments Corp,Institutional,National Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000094,1364 Center Dr,Kansas City,MO,Jackson County,64117,Shopping Center,retail,1976,408332,134292026.79,26078875.28,0.1942,0.0324,844955.56,0.0796,0.0953,0.2413,14086757.37,12744168.11,3074780.42,9669387.69,328.88,under_10,2023-04-02,120362697.56,National Management LLC,Institutional,National Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000095,6831 Commerce Dr,Kansas City,MO,Jackson County,64119,Class C Office,office,1989,95812,17190937.23,2929005.19,0.1704,0.0324,94899.77,0.0893,0.0831,0.3375,2316585.44,2124059.05,716943.59,1407115.45,179.42,under_10,2024-01-09,16208309.6,Global Investments Corp,Government,Global Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000096,7664 Center Dr,Kansas City,MO,Jackson County,64113,Class A Office,office,1985,493942,294343905.51,64811112.9,0.2202,0.0324,2099880.06,0.076,0.2394,0.4469,40462880.06,30775013.16,13752982.81,17022030.35,595.91,under_10,2024-08-02,327281158.08,Pacific Management LP,Private,Pacific Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000097,8552 Oak Ave,Kansas City,MO,Jackson County,64116,Warehouse,industrial,2017,346162,23082139.13,4619098.68,0.2001,0.0324,149658.8,0.0761,0.2369,0.4134,2995995.44,2286367.82,945230.86,1341136.97,66.68,under_10,2022-06-26,20640154.91,Premier Real Estate Inc,Government,Premier Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000098,536 Business Pkwy,Kansas City,MO,Jackson County,64114,Class B Office,office,2009,34042,11186637.56,1997261.46,0.1785,0.0324,64711.27,0.0717,0.1402,0.3199,1178749.1,1013458.3,324222.55,689235.74,328.61,under_10,2024-11-26,10766845.59,American Investments Corp,Private,American Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000099,2354 Main St,Kansas City,MO,Jackson County,64119,Retail Strip Center,retail,2017,46770,11376353.69,2504849.87,0.2202,0.0324,81157.14,0.0902,0.18,0.4374,1823483.57,1495270.86,654052.7,841218.17,243.24,under_10,2025-05-02,12761507.19,Premier Investments Inc,Private,Premier Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000100,7034 Oak Ave,Kansas City,MO,Jackson County,64112,Warehouse,industrial,1966,144177,7016304.88,1482338.53,0.2113,0.0324,48027.77,0.0695,0.238,0.3827,789735.41,601742.69,230265.28,371477.41,48.66,under_10,2024-01-10,6847546.35,Premier Properties Corp,Non-Profit,Premier Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000101,8543 Park Blvd,Kansas City,MO,Jackson County,64111,Medical Office,office,2005,32957,7619168.24,1206835.39,0.1584,0.0324,39101.47,0.0901,0.15,0.3572,1067989.05,907827.17,324285.63,583541.54,231.19,under_10,2024-01-06,7780687.87,United Holdings LP,Institutional,United Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000102,9014 Main St,Kansas City,MO,Jackson County,64118,Class A Office,office,2007,368321,188134536.44,41444179.29,0.2203,0.0324,1342791.41,0.0807,0.1221,0.4407,27146053.38,23830956.94,10501843.63,13329113.3,510.79,under_10,2023-12-10,202093174.13,Pacific Investments LLC,REIT,Pacific Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000103,5547 First St,Kansas City,MO,Jackson County,64113,Medical Office,office,2019,7427,2340089.81,357329.32,0.1527,0.0324,11577.47,0.087,0.1757,0.4043,341716.24,281693.31,113888.68,167804.63,315.08,under_10,2022-09-05,2432571.93,American Holdings Corp,Institutional,American Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000104,3368 Main St,Kansas City,MO,Jackson County,64119,Class A Office,office,1992,53082,28408582.91,5750639.62,0.2024,0.0324,186320.72,0.0933,0.0574,0.2903,3735128.11,3520743.86,1022136.02,2498607.85,535.18,under_10,2025-02-27,30567273.73,Atlantic Holdings LP,Institutional,Atlantic Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000105,2139 Commerce Dr,Kansas City,MO,Jackson County,64118,Class A Office,office,2003,170004,59851069.29,9828827.1,0.1642,0.0324,318454.0,0.0884,0.2232,0.3164,7741704.18,6014068.14,1902760.57,4111307.57,352.06,under_10,2024-04-25,59782897.0,Pacific Investments LP,Government,Pacific Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000106,1393 Business Pkwy,Kansas City,MO,Jackson County,64117,Class C Office,office,1973,53148,10712663.01,2191639.82,0.2046,0.0324,71009.13,0.0806,0.2102,0.3954,1427772.3,1127612.28,445876.24,681736.04,201.56,under_10,2024-11-30,10159632.19,United Management Corp,REIT,United Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000107,7425 Main St,Kansas City,MO,Jackson County,64116,Medical Office,office,1967,23086,7968362.36,1347007.57,0.169,0.0324,43643.05,0.0865,0.0833,0.3388,1042774.33,955881.04,323834.98,632046.06,345.16,under_10,2024-12-10,8377578.94,Atlantic Management LP,Government,Atlantic Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000108,7279 Main St,Kansas City,MO,Jackson County,64117,Retail Strip Center,retail,2006,52619,9062287.45,1540869.17,0.17,0.0324,49924.16,0.0875,0.082,0.2093,1002864.2,920632.0,192727.11,727904.88,172.22,under_10,2023-03-20,10284247.5,United Real Estate Inc,Private,United Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000109,1359 First St,Kansas City,MO,Jackson County,64116,Class B Office,office,1991,168621,26997168.02,5635209.23,0.2087,0.0324,182580.78,0.0785,0.1242,0.3388,3205045.46,2807001.57,950978.05,1856023.52,160.11,under_10,2024-09-22,23157468.86,Atlantic Investments Corp,Institutional,Atlantic Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000110,7411 Park Blvd,Kansas City,MO,Jackson County,64112,Medical Office,office,1977,35705,13086925.77,2833855.72,0.2165,0.0324,91816.93,0.0924,0.0736,0.405,2032436.35,1882946.18,762579.83,1120366.35,366.53,under_10,2024-12-12,12898641.62,Premier Investments Inc,Government,Premier Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000111,1163 Center Dr,Kansas City,MO,Jackson County,64117,Medical Office,office,1988,8753,3970603.1,775027.79,0.1952,0.0324,25110.9,0.094,0.2473,0.3836,605651.92,455865.16,174855.27,281009.89,453.63,under_10,2024-09-06,4548483.74,Premier Properties Inc,Institutional,Premier Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000112,9138 First St,Kansas City,MO,Jackson County,64118,Class A Office,office,2021,144117,82592049.15,14862142.0,0.1799,0.0324,481533.4,0.0658,0.1608,0.3238,8035294.26,6743184.5,2183323.33,4559861.16,573.09,under_10,2023-01-22,89261304.68,National Real Estate Corp,Non-Profit,National Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000113,8576 Commerce Dr,Kansas City,MO,Jackson County,64113,Class B Office,office,2015,29333,4521152.23,771051.83,0.1705,0.0324,24982.08,0.0745,0.0648,0.3432,512877.13,479625.76,164591.56,315034.2,154.13,under_10,2022-07-18,5078220.04,United Management Inc,Private,United Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000114,3794 Commerce Dr,Kansas City,MO,Jackson County,64114,Apartment Complex,multifamily,1995,47548,9665983.8,1758004.93,0.1819,0.0324,56959.36,0.0741,0.0824,0.4804,1378961.27,1265343.97,607898.26,657445.71,203.29,under_10,2024-08-29,10028523.04,Premier Real Estate Corp,Non-Profit,Premier Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000115,2904 Commerce Dr,Kansas City,MO,Jackson County,64111,Warehouse,industrial,1993,289696,11690140.83,2337636.96,0.2,0.0324,75739.44,0.0842,0.1684,0.3742,1573420.64,1308516.88,489639.1,818877.78,40.35,under_10,2024-03-07,12626377.33,American Real Estate LLC,Government,American Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000116,5049 Industrial Way,Kansas City,MO,Jackson County,64119,Shopping Center,retail,1969,698133,183808385.57,34960431.97,0.1902,0.0324,1132718.0,0.0799,0.1754,0.2869,20605641.65,16990736.2,4874667.65,12116068.55,263.29,under_10,2025-01-10,164954081.26,Global Investments Corp,Government,Global Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000117,5331 Commerce Dr,Kansas City,MO,Jackson County,64112,Class C Office,office,2000,68471,9251246.34,1752476.04,0.1894,0.0324,56780.22,0.0752,0.0787,0.4223,1204333.69,1109512.0,468543.61,640968.39,135.11,under_10,2024-01-03,9158195.18,Pacific Properties Corp,REIT,Pacific Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000118,6950 Park Blvd,Kansas City,MO,Jackson County,64114,Class A Office,office,1980,255717,75804397.17,15684411.95,0.2069,0.0324,508174.95,0.0679,0.108,0.3268,7646579.66,6820424.83,2229119.22,4591305.61,296.44,under_10,2022-07-27,87083395.84,United Holdings Corp,Government,United Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000119,7591 Park Blvd,Kansas City,MO,Jackson County,64111,Class B Office,office,1966,140746,44236971.46,6805770.18,0.1538,0.0324,220506.95,0.0799,0.068,0.3286,5266194.31,4908041.39,1613020.13,3295021.26,314.3,under_10,2023-10-14,44169211.97,Global Management Corp,Government,Global Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000120,6092 Business Pkwy,Kansas City,MO,Jackson County,64111,Medical Office,office,1984,21726,8085667.61,1337857.89,0.1655,0.0324,43346.6,0.0904,0.1362,0.4265,1274726.65,1101127.29,469621.04,631506.25,372.17,under_10,2023-05-01,8214770.48,Atlantic Real Estate LP,Private,Atlantic Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000121,2046 First St,Kansas City,MO,Jackson County,64117,Manufacturing,industrial,2006,425116,43546359.54,9776095.53,0.2245,0.0324,316745.5,0.0879,0.1059,0.4967,7608446.04,6802375.8,3378925.15,3423450.64,102.43,under_10,2024-07-21,39614879.43,National Investments Corp,Non-Profit,National Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000122,7861 Industrial Way,Kansas City,MO,Jackson County,64117,Manufacturing,industrial,2000,440884,44973671.34,8101200.12,0.1801,0.0324,262478.88,0.0664,0.0774,0.2999,4262911.64,3932931.26,1179534.11,2753397.15,102.01,under_10,2024-06-14,43529403.78,United Management Inc,Non-Profit,United Management Inc,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000123,8125 Center Dr,Kansas City,MO,Jackson County,64117,Class A Office,office,1974,407616,244458313.88,54404738.19,0.2226,0.0324,1762713.52,0.0828,0.1515,0.3519,31238012.45,26506609.45,9328810.88,17177798.57,599.73,under_10,2023-01-10,250596819.22,Central Real Estate Corp,Private,Central Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000124,9563 Park Blvd,Kansas City,MO,Jackson County,64113,Class B Office,office,2008,166476,38014864.6,8571050.58,0.2255,0.0324,277702.04,0.094,0.2066,0.4052,6008831.14,4767522.01,1931954.41,2835567.6,228.35,under_10,2024-07-14,41683237.73,American Management LP,Institutional,American Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000125,6961 First St,Kansas City,MO,Jackson County,64119,Apartment Complex,multifamily,1967,23276,4979608.97,1079722.23,0.2168,0.0324,34983.0,0.086,0.0882,0.3323,641503.09,584950.19,194385.71,390564.47,213.94,under_10,2024-08-03,5007519.5,Pacific Properties LP,Non-Profit,Pacific Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000126,7631 Commerce Dr,Kansas City,MO,Jackson County,64114,Class B Office,office,1991,95209,32333082.04,5860934.6,0.1813,0.0324,189894.28,0.0794,0.1254,0.4413,4592512.9,4016772.72,1772750.82,2244021.9,339.6,under_10,2023-10-19,32896518.17,Atlantic Holdings LP,Institutional,Atlantic Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000127,7961 Commerce Dr,Kansas City,MO,Jackson County,64118,Warehouse,industrial,2010,166035,14352040.54,2527194.45,0.1761,0.0324,81881.1,0.0861,0.188,0.3467,1892526.23,1536640.49,532754.68,1003885.82,86.44,under_10,2023-06-06,16309410.0,Premier Holdings LLC,Institutional,Premier Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000128,4301 Industrial Way,Kansas City,MO,Jackson County,64116,Class A Office,office,1977,172280,32983679.32,6409286.18,0.1943,0.0324,207660.87,0.0937,0.0658,0.4348,5465751.1,5106072.5,2220130.16,2885942.34,191.45,under_10,2024-10-01,34128315.58,Global Properties Corp,Non-Profit,Global Management Corp,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000129,960 Oak Ave,Kansas City,MO,Jackson County,64112,Manufacturing,industrial,1977,270905,20515830.68,4203658.1,0.2049,0.0324,136198.52,0.0851,0.1562,0.3914,2868464.19,2420386.28,947298.94,1473087.33,75.73,under_10,2025-05-02,23374827.19,Pacific Holdings LP,Institutional,Pacific Management LP,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000130,4806 Commerce Dr,Kansas City,MO,Jackson County,64114,Class C Office,office,1964,58334,9470117.1,1509398.53,0.1594,0.0324,48904.51,0.0914,0.1451,0.3801,1396617.93,1193912.9,453815.53,740097.37,162.34,under_10,2024-05-19,9236825.45,Premier Real Estate LLC,Institutional,Premier Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
PROP_000131,4842 Main St,Kansas City,MO,Jackson County,64117,Medical Office,office,1996,5381,2739782.49,622599.39,0.2272,0.0324,20172.22,0.0769,0.1491,0.4373,374487.95,318660.49,139357.16,179303.33,509.16,under_10,2022-10-25,3141790.34,American Holdings LLC,Non-Profit,American Management LLC,2024-01-01,2024-06-30,"Kansas City, MO"
